lake,lake_lat,lake_long,tsi,trophic_status,climate_zone,lake_elev,lake_area,lake_volume,mean_lake_depth,year,season,num_samples,start_day,end_day,days_in_window,chla_rate,max_chla,acc_chla,poc_rate,chla_to_poc,mean_temp,mean_tp,mean_secchi,mean_ph,mean_srp,mean_tkn,mean_par,specific_chla_rate,f_temp,temp_corrected_specific_chla_rate,prev_week_mean_temp,prev_2weeks_mean_temp,prev_week_mean_par,prev_2weeks_mean_par,prev_7days_mean_tp,prev_14days_mean_tp,prev_7days_mean_tkn,prev_14days_mean_tkn,ssr_station,ssr_id,ssr_id_type,ssr_lat,ssr_long,geo_dist_km,ssr_elev,ssr_lake_elev_diff,mean_ssr,prev_7days_mean_ssr,prev_14days_mean_ssr
Colliford lake,50.51038732,-4.57269488,66.13321733,eutrophic,10,254,,,,2016,single,12,5,203,156,0.816666667,141,5246.483333,,,,0.018516667,,,,,,0.06004902,,,,,,,0.0188,0.0188,,,Camborne,1303,GEBA,50.21666667,-5.316666667,62.20675539,72,-182,146.0201005,33,33
Colliford lake,50.51038732,-4.57269488,66.13321733,eutrophic,10,254,,,,2017,single,12,166,312,118,1.059322034,134,5556.95,,,,0.02418,,,,,,0.117702448,,,,,,,0.0141,0.0141,,,Camborne,1303,GEBA,50.21666667,-5.316666667,62.20675539,72,-182,,,
Colliford lake,50.51038732,-4.57269488,66.13321733,eutrophic,10,254,,,,2018,single,12,129,253,106,1.066981132,123,3473.233333,,,,0.020675,,,,,,0.107775872,,,,,,,0.0117,0.0117,,,Camborne,1303,GEBA,50.21666667,-5.316666667,62.20675539,72,-182,,,
Colliford lake,50.51038732,-4.57269488,66.13321733,eutrophic,10,254,,,,2019,single,11,15,247,202,1.461386139,300,6832.783333,,,,0.0265125,,,,,,0.304455446,,,,,,,0.0161,0.0161,,,Camborne,1303,GEBA,50.21666667,-5.316666667,62.20675539,72,-182,,,
Comber mere,52.99507083,-2.60067719,62.48685476,eutrophic,10,78,,,,2005,single,11,175,234,46,1.960869565,116,1961.783333,,,18.76666667,0.068333333,,,,,,0.076002696,0.86997039,0.087362394,,,,,0.103,0.103,,,Aberporth,1293,GEBA,52.13333333,-4.566666667,164.211542,118,40,197.35,219,219
Comber mere,52.99507083,-2.60067719,62.48685476,eutrophic,10,78,,,,2006,spring,10,23,131,108,0.033055556,58.6,2558.246667,,,7.825,0.14175,,,,,,0.005445726,0.272559669,0.01997994,4,4,,,0.213,0.213,,,Aberporth,1293,GEBA,52.13333333,-4.566666667,164.211542,118,40,114.0183486,36,36
Comber mere,52.99507083,-2.60067719,62.48685476,eutrophic,10,78,,,,2007,spring,12,53,67,14,0.642857143,20.5,207.6666667,,,7.65,0.197,,,,,,0.055900621,0.262716791,0.212779019,6.7,6.7,,,0.155,0.155,,,Aberporth,1293,GEBA,52.13333333,-4.566666667,164.211542,118,40,87.33333333,58,58
Comber mere,52.99507083,-2.60067719,62.48685476,eutrophic,10,78,,,,2007,summer,12,122,214,92,0.425,122,5037.566667,,,17.9,0.07948,,,,,,0.125,0.834292901,0.149827476,16.1,16.1,,,0.071,0.071,,,Aberporth,1293,GEBA,52.13333333,-4.566666667,164.211542,118,40,209.0752688,205.25,203.2666667
Comber mere,52.99507083,-2.60067719,62.48685476,eutrophic,10,78,,,,2008,spring,12,30,114,84,1.147619048,104,3708.433333,,,8.175,0.1915,,,,,,0.151002506,0.292480913,0.516281574,6.2,6.2,,,0.238,0.238,,,Aberporth,1293,GEBA,52.13333333,-4.566666667,164.211542,118,40,112.0117647,29,29
Comber mere,52.99507083,-2.60067719,62.48685476,eutrophic,10,78,,,,2008,summer,12,200,232,32,0.271875,32.5,1041.066667,,,18.065,0.2135,,,,,,0.011423319,0.841355831,0.013577275,18.18,18.18,,,0.212,0.212,,,Aberporth,1293,GEBA,52.13333333,-4.566666667,164.211542,118,40,168.6060606,202,202
Comber mere,52.99507083,-2.60067719,62.48685476,eutrophic,10,78,,,,2009,single,12,68,203,108,0.215740741,54.3,3286.55,,,15.95,0.1685,,,,,,0.006959379,0.742184094,0.00937689,,,,,0.216,0.216,,,Aberporth,1293,GEBA,52.13333333,-4.566666667,164.211542,118,40,188.7132353,117,92.2
Comber mere,52.99507083,-2.60067719,62.48685476,eutrophic,10,78,,,,2014,single,12,24,189,147,0.344217687,55.5,3041.416667,,,,0.123966667,,,,,,0.070248508,,,,,,,0.159,0.159,,,Aberporth,1293,GEBA,52.13333333,-4.566666667,164.211542,118,40,159.5240964,25,25
Comber mere,52.99507083,-2.60067719,62.48685476,eutrophic,10,78,,,,2015,summer,12,187,271,84,0.071428571,24.2,1618.166667,,,,0.159,,,,,,0.003924647,,,,,,,0.139,0.139,,,Aberporth,1293,GEBA,52.13333333,-4.566666667,164.211542,118,40,176.8705882,225.75,240.8
Comber mere,52.99507083,-2.60067719,62.48685476,eutrophic,10,78,,,,2016,single,12,21,147,90,0.646666667,62.6,2943.541667,,,7.275,0.15185,,,,,,0.146969697,0.241919313,0.607515355,,,,,0.229,0.229,,,Aberporth,1293,GEBA,52.13333333,-4.566666667,164.211542,118,40,130.007874,24,24
Comber mere,52.99507083,-2.60067719,62.48685476,eutrophic,10,78,,,,2017,spring,12,24,76,52,0.267307692,19.6,685.05,,,6.366666667,0.162666667,,,,,,0.046896086,0.193491446,0.24236775,4.1,4.1,,,0.18,0.18,,,Aberporth,1293,GEBA,52.13333333,-4.566666667,164.211542,118,40,64.0754717,30,30
Comber mere,52.99507083,-2.60067719,62.48685476,eutrophic,10,78,,,,2017,summer,12,122,236,114,0.871052632,104,3565.716667,,,18.2,0.1238,,,,,,0.185330347,0.847041877,0.218797148,15,13.85,,,0.0688,0.0649,,,Aberporth,1293,GEBA,52.13333333,-4.566666667,164.211542,118,40,,177,177
Comber mere,52.99507083,-2.60067719,62.48685476,eutrophic,10,78,,,,2018,spring,12,19,46,27,0.281481481,13.6,258.975,,,3.5,0.1585,,,,,,0.04691358,0.066859813,0.701670826,3,3,,,0.169,0.169,,,Aberporth,1293,GEBA,52.13333333,-4.566666667,164.211542,118,40,,,
Comber mere,52.99507083,-2.60067719,62.48685476,eutrophic,10,78,,,,2018,summer,12,151,228,77,0.211688312,20,763.9,,,19.9,0.13855,,,,,,0.057213057,0.910992961,0.062802963,19.7,19.7,,,0.0349,0.0349,,,Aberporth,1293,GEBA,52.13333333,-4.566666667,164.211542,118,40,,,
Coniston water,54.35302557,-3.06621393,42.81869017,mesotrophic,10,46,4.31,53.28,12.4,2005,single,15,221,256,15,0.077333333,8.39,116.925,,,,0.029,0.0525,,,,,0.010696173,,,,,,,0.023,0.0215,,,Eskdalemuir,1283,GEBA,55.31666667,-3.2,107.616838,225,179,135.6944444,157,163.4
Coniston water,54.35302557,-3.06621393,42.81869017,mesotrophic,10,46,4.31,53.28,12.4,2006,single,14,90,165,53,0.14245283,10.5,282.235,,,,0.108666667,0.055,,,,,0.048289095,,,,,,,0.015,0.015,,,Eskdalemuir,1283,GEBA,55.31666667,-3.2,107.616838,225,179,165.3026316,76,76
Coniston water,54.35302557,-3.06621393,42.81869017,mesotrophic,10,46,4.31,53.28,12.4,2007,single,13,16,93,51,0.061568627,4.27,136.605,,,6.5,0.022266667,0.062333333,,,,,0.054485511,0.20040708,0.271874183,,,,,0.0608,0.0608,,,Eskdalemuir,1283,GEBA,55.31666667,-3.2,107.616838,225,179,61.38461538,20,20
Coniston water,54.35302557,-3.06621393,42.81869017,mesotrophic,10,46,4.31,53.28,12.4,2010,single,12,36,126,67,0.180746269,13,319.5483333,,,5.18,0.007593333,,,,,,0.203085695,0.135455479,1.499280031,,,,,0.008,0.008,,,Eskdalemuir,1283,GEBA,55.31666667,-3.2,107.616838,225,179,102.4835165,40.25,32.66666667
Coniston water,54.35302557,-3.06621393,42.81869017,mesotrophic,10,46,4.31,53.28,12.4,2014,single,12,7,182,149,0.033355705,5.5,332.0466667,,,8.816666667,0.00695,,,,,,0.062935292,0.329701528,0.190885654,,,,,0.0063,0.0063,,,Eskdalemuir,1283,GEBA,55.31666667,-3.2,107.616838,225,179,101.2840909,13,13
Coniston water,54.35302557,-3.06621393,42.81869017,mesotrophic,10,46,4.31,53.28,12.4,2015,single,12,170,222,19,0.073684211,4.9,90.88333333,,,15.35,0.00755,,,,,,0.021052632,0.711013879,0.029609312,,,,,0.0075,0.0075,,,Eskdalemuir,1283,GEBA,55.31666667,-3.2,107.616838,225,179,151,166,166
Coniston water,54.35302557,-3.06621393,42.81869017,mesotrophic,10,46,4.31,53.28,12.4,2017,single,12,12,223,176,0.024147727,5,500.5958333,,,9.985714286,0.007304286,,,,,,0.03219697,0.399142926,0.080665265,,,,,0.0052,0.0052,,,Eskdalemuir,1283,GEBA,55.31666667,-3.2,107.616838,225,179,26.33333333,24,24
Coniston water,54.35302557,-3.06621393,42.81869017,mesotrophic,10,46,4.31,53.28,12.4,2018,single,12,193,248,25,0.036,3.4,85,,,20.95,0.0054,,,,,,0.0144,0.942758858,0.015274319,,,,,0.0045,0.0045,,,Eskdalemuir,1283,GEBA,55.31666667,-3.2,107.616838,225,179,,,
Coniston water -stillwater,54.30040529,-3.09309668,44.67711745,mesotrophic,10,49,4.31,53.28,12.4,2005,single,12,49,264,166,0.019337349,6.87,904.4866667,,,11.15714286,0.018,,,,,,0.006980993,0.469663776,0.014863809,,,,,0.03,0.03,,,Eskdalemuir,1283,GEBA,55.31666667,-3.2,113.3387976,225,176,136.5462963,50,50
Coniston water -stillwater,54.30040529,-3.09309668,44.67711745,mesotrophic,10,49,4.31,53.28,12.4,2006,single,10,128,289,91,0.010769231,5.8,387.8166667,,,15.73333333,0.029333333,,,,,,0.00223428,0.731064918,0.0030562,,,,,0.017,0.017,,,Eskdalemuir,1283,GEBA,55.31666667,-3.2,113.3387976,225,176,154.0925926,169,161.0666667
Cotswold lake 12,51.66994252,-1.90884481,47.70865157,mesotrophic,10,85,1.69,2.02,1.2,2011,single,12,160,230,36,0.169444444,9,234.5,,,,0.025366667,,,,,,0.058429119,,,,,,,0.017,0.017,,,London Weather C.,1299,GEBA,51.51666667,-0.116666667,125.3575422,31,-54,,,
Cotswold lake 12,51.66994252,-1.90884481,47.70865157,mesotrophic,10,85,1.69,2.02,1.2,2014,single,12,164,247,49,0.104081633,8.3,325.8833333,,,,0.0195,,,,,,0.03252551,,,,,,,0.0197,0.0162,,,London Weather C.,1299,GEBA,51.51666667,-0.116666667,125.3575422,31,-54,,,
Cotswold lake 12,51.66994252,-1.90884481,47.70865157,mesotrophic,10,85,1.69,2.02,1.2,2016,single,12,155,294,104,0.007692308,4.8,425.8,,,,0.01435,,,,,,0.001923077,,,,,,,0.0155,0.0155,,,London Weather C.,1299,GEBA,51.51666667,-0.116666667,125.3575422,31,-54,,,
Cotswold lake 12,51.66994252,-1.90884481,47.70865157,mesotrophic,10,85,1.69,2.02,1.2,2019,single,11,84,198,109,0.010091743,3.6,315.8833333,,,,0.010075,,,,,,0.004036697,,,,,,,0.0087,0.0087,,,London Weather C.,1299,GEBA,51.51666667,-0.116666667,125.3575422,31,-54,,,
Cotswold lake 12 outflow,51.66760304,-1.90668055,47.13425307,mesotrophic,10,85,,,,2005,single,12,89,171,55,0.014545455,4,158.25,,,12.48,0.02,,,,,,0.008080808,0.54881575,0.014724082,,,,,0.022,0.022,,,London Weather C.,1299,GEBA,51.51666667,-0.116666667,125.1769468,31,-54,183.8674699,86,86
Cotswold lake 12 outflow,51.66760304,-1.90668055,47.13425307,mesotrophic,10,85,,,,2006,single,11,115,208,58,0.094827586,7.8,416.8666667,,,15.82666667,0.0094,,,,,,0.041229385,0.735874197,0.056027763,,,,,0.0065,0.0065,,,London Weather C.,1299,GEBA,51.51666667,-0.116666667,125.1769468,31,-54,222.6914894,154,154
Cotswold lake 12 outflow,51.66760304,-1.90668055,47.13425307,mesotrophic,10,85,,,,2007,single,8,109,171,55,0.007272727,3,166.8333333,,,17.43,0.00585,,,,,,0.002797203,0.813510496,0.003438435,,,,,0.003,0.003,,,London Weather C.,1299,GEBA,51.51666667,-0.116666667,125.1769468,31,-54,,,
Crag lough,55.00621098,-2.36160848,52.7403367,eutrophic,7,244,,,,2016,single,12,15,110,61,0.083606557,7,320.0833333,,,,0.025633333,,,,,,0.044003451,,,,,,,0.0281,0.0281,,,Eskdalemuir,1283,GEBA,55.31666667,-3.2,63.63884884,225,-19,70.83333333,14,14
Crag lough,55.00621098,-2.36160848,52.7403367,eutrophic,7,244,,,,2017,spring,12,6,67,61,0.12295082,11.9,450.0666667,,,,0.042366667,,,,,,0.027943368,,,,,,,0.0472,0.0472,,,Eskdalemuir,1283,GEBA,55.31666667,-3.2,63.63884884,225,-19,26.07407407,24,24
Crag lough,55.00621098,-2.36160848,52.7403367,eutrophic,7,244,,,,2017,summer,12,123,185,62,0.041935484,8.3,453.3833333,,,,0.032866667,,,,,,0.007357102,,,,,,,0.0338,0.0338,,,Eskdalemuir,1283,GEBA,55.31666667,-3.2,63.63884884,225,-19,,,
Crag lough,55.00621098,-2.36160848,52.7403367,eutrophic,7,244,,,,2018,single,12,145,296,126,0.063492063,12,918.2166667,,,,0.02506,,,,,,0.03968254,,,,,,,0.017,0.017,,,Eskdalemuir,1283,GEBA,55.31666667,-3.2,63.63884884,225,-19,,,
Cromes broad,52.72194422,1.51398058,65.7332768,eutrophic,10,3,,,,2001,single,6,163,247,55,0.242909091,64.46,3717.175,,,16.45,0.35175,,,,,,0.004753603,0.767216117,0.006195911,,,,,0.271,0.271,,,London Weather C.,1299,GEBA,51.51666667,-0.116666667,174.5206397,31,28,188.7529412,220,217.4
Cromes broad,52.72194422,1.51398058,65.7332768,eutrophic,10,3,,,,2002,spring,12,23,53,30,0.682,34.86,734.05,,,6.9,0.0665,,,,,,0.047361111,0.221566397,0.213755839,,,,,0.056,0.056,,,London Weather C.,1299,GEBA,51.51666667,-0.116666667,174.5206397,31,28,26,26,26
Cromes broad,52.72194422,1.51398058,65.7332768,eutrophic,10,3,,,,2002,summer,12,134,163,29,0.065517241,35.02,897.695,,,16.6,0.1105,,,,,,0.001978178,0.774547027,0.00255398,15.2,15.2,,,0.081,0.081,,,London Weather C.,1299,GEBA,51.51666667,-0.116666667,174.5206397,31,28,184.6,179,178.2
Cromes broad,52.72194422,1.51398058,65.7332768,eutrophic,10,3,,,,2004,spring,12,20,111,91,0.028901099,39.23,1929.660833,,,9.3375,0.078,,,,,,0.004982948,0.360437138,0.013824735,5.54,5.54,,,0.103,0.103,,,London Weather C.,1299,GEBA,51.51666667,-0.116666667,174.5206397,31,28,79.23913043,28,28
Cromes broad,52.72194422,1.51398058,65.7332768,eutrophic,10,3,,,,2005,single,11,60,144,71,0.235211268,30.7,1446.033333,,,8.74,0.037,,,,,,0.016800805,0.32521299,0.051660928,,,,,0.032,0.032,,,London Weather C.,1299,GEBA,51.51666667,-0.116666667,174.5206397,31,28,141.2,54.5,52.4
Cromes broad -edge,52.72281242,1.51351716,60.64212997,eutrophic,10,3,,,,2007,single,12,18,190,140,0.270714286,48.2,2495.583333,,,10.81,0.063633333,,,,,,0.02628294,0.448745872,0.058569765,,,,,0.1,0.1,,,London Weather C.,1299,GEBA,51.51666667,-0.116666667,174.5738908,31,28,,,
Cromes broad -edge,52.72281242,1.51351716,60.64212997,eutrophic,10,3,,,,2009,spring,12,14,56,42,4.516666667,220,4193.35,,,5.96,0.1355,,,,,,0.149064906,0.172859938,0.86234502,4.23,4.23,,,0.14,0.14,,,London Weather C.,1299,GEBA,51.51666667,-0.116666667,174.5738908,31,28,,,
Cromes broad -edge,52.72281242,1.51351716,60.64212997,eutrophic,10,3,,,,2009,summer,12,139,258,119,0.18907563,25.3,1602.816667,,,18.646,0.0554,,,,,,0.067527011,0.865217608,0.078046274,15.01,15.01,,,0.0563,0.0563,,,London Weather C.,1299,GEBA,51.51666667,-0.116666667,174.5738908,31,28,,,
Cromes broad -edge,52.72281242,1.51351716,60.64212997,eutrophic,10,3,,,,2010,single,12,18,62,32,2.23125,111,2185.866667,,,3.875,0.0968,,,,,,0.056344697,0.080547854,0.69951829,,,,,0.0968,0.0968,,,London Weather C.,1299,GEBA,51.51666667,-0.116666667,174.5738908,31,28,,,
Cromes broad -edge,52.72281242,1.51351716,60.64212997,eutrophic,10,3,,,,2013,single,12,30,74,20,0.02,9.2,400.6666667,,,6.3,0.1302,,,,,,0.002272727,0.190060817,0.011957895,,,,,0.17,0.17,,,London Weather C.,1299,GEBA,51.51666667,-0.116666667,174.5738908,31,28,,,
Cromes broad -edge,52.72281242,1.51351716,60.64212997,eutrophic,10,3,,,,2014,single,12,115,175,27,0.148148148,6.4,134.1,,,17.4,0.0222,,,,,,0.061728395,0.812151454,0.076006014,,,,,0.0197,0.0197,,,London Weather C.,1299,GEBA,51.51666667,-0.116666667,174.5738908,31,28,,,
Cromes broad -edge,52.72281242,1.51351716,60.64212997,eutrophic,10,3,,,,2016,single,12,26,81,24,1.254166667,39.3,529,,,5.45,0.11795,,,,,,0.136322464,0.148057187,0.920741957,,,,,0.159,0.159,,,London Weather C.,1299,GEBA,51.51666667,-0.116666667,174.5738908,31,28,,,
Cromes broad -edge,52.72281242,1.51351716,60.64212997,eutrophic,10,3,,,,2018,spring,11,17,71,54,1.15,72.5,1420.391667,,,6.066666667,0.059766667,,,,,,0.110576923,0.178201781,0.620515252,4.1,4.1,,,0.0609,0.0609,,,London Weather C.,1299,GEBA,51.51666667,-0.116666667,174.5738908,31,28,,,
Crose mere S.,52.87057427,-2.84847968,64.11957149,eutrophic,10,89,,,,2008,single,7,28,119,30,1.933333333,73.6,1066,,,6.7,0.0606,,,,,,0.123931624,0.210911746,0.58759944,,,,,0.062,0.062,,,Aberporth,1293,GEBA,52.13333333,-4.566666667,142.625438,118,29,113.6304348,29,29
Crose mere S.,52.87057427,-2.84847968,64.11957149,eutrophic,10,89,,,,2009,single,12,181,300,90,0.481111111,57.9,2226.533333,,,,0.03152,,,,,,0.032952816,,,,,,,0.0251,0.0278,,,Aberporth,1293,GEBA,52.13333333,-4.566666667,142.625438,118,29,144.8666667,240,240
Crose mere S.,52.87057427,-2.84847968,64.11957149,eutrophic,10,89,,,,2010,spring,12,81,159,78,1.746153846,167,7254.65,,,,0.23775,,,,,,0.056693307,,,,,,,0.105,0.105,,,Aberporth,1293,GEBA,52.13333333,-4.566666667,142.625438,118,29,205.2911392,111,111
Crose mere S.,52.87057427,-2.84847968,64.11957149,eutrophic,10,89,,,,2011,single,12,104,192,60,0.248333333,34.3,1440.466667,,,,0.064,,,,,,0.012800687,,,,,,,0.0631,0.0631,,,Aberporth,1293,GEBA,52.13333333,-4.566666667,142.625438,118,29,226.4494382,193,188.8666667
Crose mere S.,52.87057427,-2.84847968,64.11957149,eutrophic,10,89,,,,2012,spring,12,9,44,35,0.197142857,26.4,844.375,,,,0.09155,,,,,,0.01010989,,,,,,,0.0896,0.0896,,,Aberporth,1293,GEBA,52.13333333,-4.566666667,142.625438,118,29,40.02777778,31,31
Crose mere S.,52.87057427,-2.84847968,64.11957149,eutrophic,10,89,,,,2012,summer,12,142,257,115,0.032173913,20.3,1900.9,,,,0.04776,,,,,,0.002383253,,,,,,,0.0754,0.0754,,,Aberporth,1293,GEBA,52.13333333,-4.566666667,142.625438,118,29,180.5,221,221
Crose mere S.,52.87057427,-2.84847968,64.11957149,eutrophic,10,89,,,,2013,spring,12,17,129,112,0.103571429,48.6,2203.7,,,,0.074075,,,,,,0.025892857,,,,,,,0.088,0.088,,,Aberporth,1293,GEBA,52.13333333,-4.566666667,142.625438,118,29,113.4690265,29,29
Crose mere S.,52.87057427,-2.84847968,64.11957149,eutrophic,10,89,,,,2013,summer,12,192,277,85,0.344705882,63.5,2458.866667,,,,0.03292,,,,,,0.025161013,,,,,,,0.0277,0.0277,,,Aberporth,1293,GEBA,52.13333333,-4.566666667,142.625438,118,29,175.6976744,268,260.2666667
Crose mere S.,52.87057427,-2.84847968,64.11957149,eutrophic,10,89,,,,2014,summer,12,218,252,34,0.064705882,16.7,646,,,,0.0485,,,,,,0.004462475,,,,,,,0.0697,0.0697,,,Aberporth,1293,GEBA,52.13333333,-4.566666667,142.625438,118,29,178.4857143,198.75,213.8
Crose mere S.,52.87057427,-2.84847968,64.11957149,eutrophic,10,89,,,,2015,single,12,14,175,103,0.330097087,41.5,2186.533333,,,,0.07465,,,,,,0.044012945,,,,,,,0.0818,0.0818,,,Aberporth,1293,GEBA,52.13333333,-4.566666667,142.625438,118,29,152.0679012,28,28
Crose mere S.,52.87057427,-2.84847968,64.11957149,eutrophic,10,89,,,,2016,single,12,222,323,64,0.0125,30.6,1605.583333,,,,0.044975,,,,,,0.000419463,,,,,,,0.0515,0.04845,,,Aberporth,1293,GEBA,52.13333333,-4.566666667,142.625438,118,29,107.8235294,173,185.8
Crose mere S.,52.87057427,-2.84847968,64.11957149,eutrophic,10,89,,,,2017,spring,12,10,116,106,0.324528302,37.7,2108.033333,,,,0.069475,,,,,,0.09834191,,,,,,,0.0661,0.0661,,,Aberporth,1293,GEBA,52.13333333,-4.566666667,142.625438,118,29,91.75700935,30,30
Crose mere S.,52.87057427,-2.84847968,64.11957149,eutrophic,10,89,,,,2017,summer,12,192,270,78,0.094871795,17.6,1133.65,,,,0.035333333,,,,,,0.009301156,,,,,,,0.0259,0.0283,,,Aberporth,1293,GEBA,52.13333333,-4.566666667,142.625438,118,29,,,
Crose mere S.,52.87057427,-2.84847968,64.11957149,eutrophic,10,89,,,,2019,spring,11,2,66,64,0.1875,48,2346.6,,,,0.106933333,,,,,,0.005208333,,,,,,,0.0606,0.0606,,,Aberporth,1293,GEBA,52.13333333,-4.566666667,142.625438,118,29,,,
Crose mere S.,52.87057427,-2.84847968,64.11957149,eutrophic,10,89,,,,2019,summer,11,137,248,111,0.000900901,91,4581.333333,,,,9.02075,,,,,,4.11E-05,,,,,,,0.093,0.093,,,Aberporth,1293,GEBA,52.13333333,-4.566666667,142.625438,118,29,,,
Central long lake,45.612623,-79.009359,56.15345677,eutrophic,7,,,,,1992,single,17,143,185,35,0.096314286,8.6416,173.72509,,,,,,,,,,0.018273875,,,,,,,,,,,,,,,,,,,,,
Central long lake,45.612623,-79.009359,56.15345677,eutrophic,7,,,,,1994,single,8,147,175,14,0.68415,10.8226,70.47751667,,,,,,,,,,0.549738851,,,,,,,,,,,,,,,,,,,,,
Central long lake,45.612623,-79.009359,56.15345677,eutrophic,7,,,,,1995,spring,15,146,153,7,1.204071429,27.31583333,164.9557778,,,,,,,,,,0.063750208,,,,,,,,,,,,,,,,,,,,,
Central long lake,45.612623,-79.009359,56.15345677,eutrophic,7,,,,,1995,summer,15,174,195,21,1.303634921,41.89083333,593.6538611,,,,,,,,,,0.102900945,,,,,,,,,,,,,,,,,,,,,
Clear lake,50.678742,-100.007413,47.67074346,mesotrophic,7,,,,,2010,single,17,257,286,14,0.003571429,22.1,161,,,,,,,,,,0.001152074,,,,,,,,,,,,,,,,,,,,,
Clear lake,50.678742,-100.007413,47.67074346,mesotrophic,7,,,,,2012,spring,10,145,205,60,0.248708333,63.6025,1162.415,,,,,,,,,,0.08488339,,,,,,,,,,,,,,,,,,,,,
Constance untersee -rhein river,47.651781,8.894522,42.21644755,mesotrophic,7,396,,,,1999,single,26,151,235,64,0.084375,9.2,356.37,,,,,,,,,,0.027217742,,,,,,,,,,,Zuerich-Kloten,1572,GEBA,47.48333333,8.533333333,33.00617262,427,31,186.0117647,178,178
Constance untersee -rhein river,47.651781,8.894522,42.21644755,mesotrophic,7,396,,,,2000,single,26,24,53,17,0.217647059,9.6,68.76,,,,,,,,,,0.31092437,,,,,,,,,,,Zuerich-Kloten,1572,GEBA,47.48333333,8.533333333,33.00617262,427,31,56.6,39,39
Constance untersee -rhein river,47.651781,8.894522,42.21644755,mesotrophic,7,396,,,,2002,single,26,40,92,37,0.010810811,6.1,165.865,,,,,,,,,,0.002252252,,,,,,,,,,,Zuerich-Kloten,1572,GEBA,47.48333333,8.533333333,33.00617262,427,31,108.1320755,66,56.4
Constance untersee -rhein river,47.651781,8.894522,42.21644755,mesotrophic,7,396,,,,2003,spring,25,61,98,37,0.02972973,6.46,169.064,,,,,,,,,,0.016516517,,,,,,,,,,,Zuerich-Kloten,1572,GEBA,47.48333333,8.533333333,33.00617262,427,31,159.0526316,95.25,86.73333333
Constance untersee -rhein river,47.651781,8.894522,42.21644755,mesotrophic,7,396,,,,2003,summer,25,182,284,102,0.042156863,6.6,409.6,,,,,,,,,,0.01916221,,,,,,,,,,,Zuerich-Kloten,1572,GEBA,47.48333333,8.533333333,33.00617262,427,31,196.8737864,278.75,281.6666667
Constance untersee -rhein river,47.651781,8.894522,42.21644755,mesotrophic,7,396,,,,2004,spring,26,39,89,50,0.0609,6.6,266.165,,,,,,,,,,0.017833089,,,,,,,,,,,Zuerich-Kloten,1572,GEBA,47.48333333,8.533333333,33.00617262,427,31,92.90196078,73,58.06666667
Constance untersee -rhein river,47.651781,8.894522,42.21644755,mesotrophic,7,396,,,,2004,summer,26,173,243,70,0.005014286,4.6,189.589,,,,,,,,,,0.003133929,,,,,,,,,,,Zuerich-Kloten,1572,GEBA,47.48333333,8.533333333,33.00617262,427,31,204.0704225,224,224
Constance untersee -rhein river,47.651781,8.894522,42.21644755,mesotrophic,7,396,,,,2005,single,26,183,220,23,0.021304348,5.98,108.086,,,,,,,,,,0.006475486,,,,,,,,,,,Zuerich-Kloten,1572,GEBA,47.48333333,8.533333333,33.00617262,427,31,184.6842105,220.75,226
Constance untersee -rhein river,47.651781,8.894522,42.21644755,mesotrophic,7,396,,,,2007,single,25,106,154,47,0.111574468,7.927,174.8338,,,,,,,,,,0.041585713,,,,,,,,,,,Zuerich-Kloten,1572,GEBA,47.48333333,8.533333333,33.00617262,427,31,206.8163265,237,237
Constance untersee -rhein river,47.651781,8.894522,42.21644755,mesotrophic,7,396,,,,2009,single,26,9,67,38,0.054578947,8.415,133.4301,,,,,,,,,,0.034434667,,,,,,,,,,,Zuerich-Kloten,1572,GEBA,47.48333333,8.533333333,33.00617262,427,31,66.91525424,36,36
Constance untersee -rhein river,47.651781,8.894522,42.21644755,mesotrophic,7,396,,,,2015,single,26,83,161,56,0.045732143,6.463,229.7359,,,,,,,,,,0.015624237,,,,,,,,,,,Zuerich-Kloten,1572,GEBA,47.48333333,8.533333333,33.00617262,427,31,212.2151899,138,138
Constance untersee -rhein river,47.651781,8.894522,42.21644755,mesotrophic,7,396,,,,2017,single,24,41,80,23,0.051304348,4.44,62.329,,,,,,,,,,0.028822667,,,,,,,,,,,Zuerich-Kloten,1572,GEBA,47.48333333,8.533333333,33.00617262,427,31,113.275,76,64
Crystal lake,46.003,-89.612,37.65703383,oligotrophic,7,500,0.32,1.13,3.5,1988,single,18,62,147,71,0.111971831,8.45,162.275,,,,,,,,,,0.223943662,,,,,,,,,,,Madison,480,GEBA,43.13333333,-89.33333333,319.6537359,260,-240,221.4285714,137.25,133.4
Crystal lake,46.003,-89.612,37.65703383,oligotrophic,7,500,0.32,1.13,3.5,2012,single,24,159,235,70,0.067142857,5.95,209.605,,,,,,,,,,0.053714286,,,,,,,,,,,Madison,480,GEBA,43.13333333,-89.33333333,319.6537359,260,-240,,,
Crystal lake,46.003,-89.612,37.65703383,oligotrophic,7,500,0.32,1.13,3.5,2013,single,20,156,233,70,0.030714286,5.9,248.205,,,,,,,,,,0.008190476,,,,,,,,,,,Madison,480,GEBA,43.13333333,-89.33333333,319.6537359,260,-240,,,
Crystal bog,46.008,-89.606,66.68300691,eutrophic,7,509,,,,1982,single,17,133,216,70,0.014285714,15.85,811.6483333,,,,,,,,,,0.000962001,,,,,,,,,,,Madison,480,GEBA,43.13333333,-89.33333333,320.1755277,260,-249,,,
