lake,year,season,start_day,end_day,gw_length,chla_rate,max_chla,acc_chla,poc_rate,chla_to_poc,gw_temp,gw_tp,gw_secchi,gw_ph,gw_srp,gw_tkn,specific_chla_rate,f_temp,temp_corrected_specific_chla_rate,pre_gw_temp,num_samples,pre_gw_tp,pre_gw_tkn,thresh_val,lat_group,climate_zone,tsi,trophic_status,lake_lat,lake_long,days_sampled,first_day,last_day,sampling_frequency,mean_time_between_samples
Barton broad outflow,2008,single,30,211,154,0.62987013,105,7877.791667,,,11.45833333,0.064983333,,,,,0.078733766,0.487788371,0.161409683,6.08,11,0.048,,0.4,50-60,10,67.93922465,eutrophic,52.736,1.499,323,30,353,0.034055728,29.36363636
Barton broad outflow,2009,spring,118,173,55,0.794545455,101,4617.083333,,,16.17666667,0.088266667,,,,,0.013866413,0.753643052,0.018399178,14.35,12,0.0479,,0.4,50-60,10,67.93922465,eutrophic,52.736,1.499,314,28,342,0.038216561,26.16666667
Barton broad outflow,2010,single,32,215,170,0.528823529,93.4,5625.391667,,,10.48666667,0.067716667,,,,,0.151092437,0.429263068,0.351980984,1.33,12,0.0361,,0.4,50-60,10,67.93922465,eutrophic,52.736,1.499,309,32,341,0.038834951,25.75
Barton broad outflow,2011,single,35,243,174,0.312643678,63.6,5304.533333,,,13.23142857,0.080214286,,,,,0.033983008,0.592919401,0.057314718,4.81,12,0.0363,,0.4,50-60,10,67.93922465,eutrophic,52.736,1.499,311,35,346,0.038585209,25.91666667
Barton broad outflow,2013,spring,29,106,77,0.525974026,48.1,2345.1,,,6.8,0.065875,,,,,0.069207109,0.216220845,0.320076025,4.7,12,0.0694,,0.4,50-60,10,67.93922465,eutrophic,52.736,1.499,315,29,344,0.038095238,26.25
Barton broad outflow,2013,summer,198,227,29,0.2,52.9,1230.566667,,,21.1,0.151,,,,,0.004246285,0.946775696,0.004484995,23.1,12,0.148,,0.4,50-60,10,67.93922465,eutrophic,52.736,1.499,315,29,344,0.038095238,26.25
Barton broad outflow,2014,single,15,253,208,0.80625,182,13326.51667,,,13.1,0.1012625,,,,,0.056381119,0.58526897,0.096333689,4.9,12,0.0407,,0.4,50-60,10,67.93922465,eutrophic,52.736,1.499,329,15,344,0.036474164,27.41666667
Barton broad outflow,2015,single,112,230,89,1.76741573,199,6770.983333,,,16.65,0.104175,,,,,0.04238407,0.776971688,0.054550341,13.2,12,0.0753,,0.4,50-60,10,67.93922465,eutrophic,52.736,1.499,327,21,348,0.036697248,27.25
Barton broad outflow,2016,single,19,230,184,0.175543478,53.3,5556.683333,,,11.18333333,0.060366667,,,,,0.051630435,0.471241072,0.10956268,2.5,10,0.0495,,0.4,50-60,10,67.93922465,eutrophic,52.736,1.499,303,19,322,0.0330033,30.3
Barton broad outflow,2017,single,54,171,90,0.377777778,93.7,5107.041667,,,12.525,0.06995,,,,,0.010155317,0.551479606,0.018414673,8.8,10,0.0589,,0.4,50-60,10,67.93922465,eutrophic,52.736,1.499,265,54,319,0.037735849,26.5
Barton broad outflow,2018,single,22,228,185,0.768108108,149,8127.166667,,,12.7,0.084557143,,,,,0.111320016,0.561813971,0.198143908,2.8,12,0.0555,,0.4,50-60,10,67.93922465,eutrophic,52.736,1.499,326,22,348,0.036809816,27.16666667
Barton broad outflow,2019,single,15,234,181,0.384530387,82,4447.75,,,10.6,0.063057143,,,,,0.031010515,0.436090297,0.071110307,5.3,10,0.0369,,0.4,50-60,10,67.93922465,eutrophic,52.736,1.499,331,15,346,0.03021148,33.1
Bassenthwaite,1991,single,21,203,168,0.096428571,21.5,1578.98,,,10.14444444,23.93333333,3.025,6.65,,,0.087662338,0.408673204,0.214504736,2.3,21,21.65,,0.4,50-60,10,54.89159678,eutrophic,54.653,-3.25,332,11,343,0.063253012,15.80952381
Bassenthwaite,1992,spring,20,132,112,0.148214286,25.4,1168.9,,,5.522222222,23.74444444,3.055555556,6.966666667,,,0.105867347,0.151492165,0.698830511,4.2,23,20.9,,0.4,50-60,10,54.89159678,eutrophic,54.653,-3.25,336,20,356,0.068452381,14.60869565
Bassenthwaite,1992,summer,202,258,56,0.310714286,37.2,1453.48,,,15.25,24.625,2.5,7.28,,,0.015692641,0.705706897,0.022236768,17.7,23,23.75,,0.4,50-60,10,54.89159678,eutrophic,54.653,-3.25,336,20,356,0.068452381,14.60869565
Bassenthwaite,1993,single,5,116,98,0.108163265,36.5,1063.85,,,5.3,30.24285714,2.392857143,6.817142857,,,0.029233315,0.141008752,0.207315606,1.9,24,33.8,,0.4,50-60,10,54.89159678,eutrophic,54.653,-3.25,350,5,355,0.068571429,14.58333333
Bassenthwaite,1995,single,88,256,154,0.08961039,18.8,1675.38,,,15.13333333,22.28333333,2.729166667,7.2,,,0.017922078,0.69947702,0.025622111,5.2,24,23.9,,0.4,50-60,10,54.89159678,eutrophic,54.653,-3.25,336,18,354,0.071428571,14
Bassenthwaite,1996,spring,17,129,112,0.138392857,20.7,1296.3,,,5.7,26.2125,2.7,6.99125,,,0.026614011,0.160058456,0.166276819,6,24,27,,0.4,50-60,10,54.89159678,eutrophic,54.653,-3.25,335,17,352,0.071641791,13.95833333
Bassenthwaite,1997,single,92,288,181,0.06961326,25,2515.31,,,15.27142857,24.12142857,2.392857143,7.345,,,0.005613973,0.706846688,0.007942278,7.9,23,16.45,,0.4,50-60,10,54.89159678,eutrophic,54.653,-3.25,317,28,345,0.072555205,13.7826087
Bassenthwaite,1998,single,7,259,238,0.071008403,19.6,2593.5,,,11.33333333,22.32222222,2.444444444,7.15,,,0.041769649,0.480270531,0.086971085,4.5,25,24.4,,0.4,50-60,10,54.89159678,eutrophic,54.653,-3.25,337,7,344,0.074183976,13.48
Bassenthwaite,1999,single,7,259,238,0.194117647,49,3647.805,,,11.83888889,19.15,2.2,7.227777778,,,0.069327731,0.510622544,0.135770996,6,25,23.7,,0.4,50-60,10,54.89159678,eutrophic,54.653,-3.25,348,7,355,0.07183908,13.92
Bassenthwaite,2000,single,6,229,209,0.184688995,41.3,2413.67,,,11.2125,19.575,2.3875,7.31875,,,0.068403332,0.472997378,0.144616725,5.1,26,28.8,,0.4,50-60,10,54.89159678,eutrophic,54.653,-3.25,349,6,355,0.074498567,13.42307692
Bassenthwaite,2001,single,10,248,224,0.027678571,21.2,2622.06,,,12.98888889,20.17777778,2.588888889,7.211111111,,,0.006436877,0.578778636,0.011121484,3.8,17,21.8,,0.4,50-60,10,54.89159678,eutrophic,54.653,-3.25,336,10,346,0.050595238,19.76470588
Bassenthwaite,2002,spring,67,108,41,0.212195122,15.9,391.99,,,8.125,18.375,2.575,7.15,,,0.047154472,0.289616935,0.162816693,6,25,18.1,,0.4,50-60,10,54.89159678,eutrophic,54.653,-3.25,336,9,345,0.074404762,13.44
Bassenthwaite,2002,summer,163,261,98,0.1,18.5,1292.62,,,16.925,17.825,2.7625,7.325,,,0.0125,0.790133857,0.015820104,13.5,25,23.85,,0.4,50-60,10,54.89159678,eutrophic,54.653,-3.25,336,9,345,0.074404762,13.44
Bassenthwaite,2004,single,7,203,182,0.115934066,23.5,1609.105,,,10.15,20.39285714,2.728571429,7.25,,,0.048305861,0.409007032,0.118105208,4.6,26,25.7,,0.4,50-60,10,54.89159678,eutrophic,54.653,-3.25,351,7,358,0.074074074,13.5
Bassenthwaite,2005,spring,40,96,56,0.358928571,26.8,710.85,,,6.08,18.56,2.46,7.12,,,0.108766234,0.17887308,0.60806374,4.85,24,14.65,,0.4,50-60,10,54.89159678,eutrophic,54.653,-3.25,323,26,349,0.074303406,13.45833333
Bassenthwaite,2005,summer,180,222,42,0.19047619,32.3,829.64,,,19.575,21.875,2.2375,7.9,,,0.015741834,0.89991684,0.017492543,17.1,24,26.2,,0.4,50-60,10,54.89159678,eutrophic,54.653,-3.25,323,26,349,0.074303406,13.45833333
Bassenthwaite,2006,single,179,222,28,2.175,71.7,855.96,,,18.56666667,24.63333333,2.566666667,7.633333333,,,0.201388889,0.862054154,0.233615125,16.65,24,16.75,,0.4,50-60,10,54.89159678,eutrophic,54.653,-3.25,342,11,353,0.070175439,14.25
Bassenthwaite,2007,spring,16,109,93,0.093548387,19.3,621.79,,,6.95,19.55,2.475,7.025,,,0.071960298,0.22425252,0.320889584,6.9,25,17.8,,0.4,50-60,10,54.89159678,eutrophic,54.653,-3.25,331,16,347,0.075528701,13.24
Bassenthwaite,2007,summer,151,277,126,0.076984127,18.7,1690.41,,,15.81,16.94,2.54,7.09,,,0.009504213,0.735017543,0.012930594,14.15,25,18.3,,0.4,50-60,10,54.89159678,eutrophic,54.653,-3.25,331,16,347,0.075528701,13.24
Bassenthwaite,2008,spring,17,94,77,0.272727273,22.2,525.07,,,5.571428571,18.2,2.771428571,7,,,0.227272727,0.153847542,1.477259397,5.2,25,15,,0.4,50-60,10,54.89159678,eutrophic,54.653,-3.25,336,17,353,0.074404762,13.44
Bassenthwaite,2008,summer,164,220,56,0.176785714,20.2,753.48,,,16.72,15,2.33,7.18,,,0.017163662,0.780350066,0.021994823,15.7,25,12,,0.4,50-60,10,54.89159678,eutrophic,54.653,-3.25,336,17,353,0.074404762,13.44
Bassenthwaite,2009,spring,15,78,63,0.147619048,12.8,406.42,,,4.94,18,2.89,6.96,,,0.042176871,0.124585397,0.338537836,,23,23,,0.4,50-60,10,54.89159678,eutrophic,54.653,-3.25,329,15,344,0.069908815,14.30434783
Bassenthwaite,2009,summer,134,260,126,0.038888889,16.8,1341.29,,,17.225,15.96,2.822222222,7.211111111,,,0.007478632,0.804148068,0.009300069,11.2,23,22,,0.4,50-60,10,54.89159678,eutrophic,54.653,-3.25,329,15,344,0.069908815,14.30434783
Bassenthwaite,2010,spring,21,96,75,0.152,14.5,603.17,,,3.65,15.96666667,2.516666667,7.033333333,,,0.063333333,0.072212171,0.87704513,2.5,23,22.1,,0.4,50-60,10,54.89159678,eutrophic,54.653,-3.25,308,21,329,0.074675325,13.39130435
Bassenthwaite,2010,summer,161,217,56,0.217857143,19.7,799.03,,,17.825,12.4,3.1,7.26,,,0.035714286,0.831041841,0.042975316,16.25,23,9.6,,0.4,50-60,10,54.89159678,eutrophic,54.653,-3.25,308,21,329,0.074675325,13.39130435
Bassenthwaite,2011,single,12,223,194,0.093298969,21.3,1735.43,,,11.12666667,10.26666667,2.96,7.14,,,0.029155928,0.467828153,0.062321875,2.2,25,13.4,,0.4,50-60,10,54.89159678,eutrophic,54.653,-3.25,337,12,349,0.074183976,13.48
Bassenthwaite,2012,spring,5,103,98,0.103061224,13.8,704.48,,,6.642857143,8.771428571,2.942857143,7.05,,,0.044809228,0.207894742,0.215538053,6,24,7.9,,0.4,50-60,10,54.89159678,eutrophic,54.653,-3.25,350,5,355,0.068571429,14.58333333
Bassenthwaite,2012,summer,173,201,28,0.392857143,18.7,247.24,,,16.2,15.86666667,2.2,7.033333333,,,0.051020408,0.754812326,0.067593502,15.4,24,8.35,,0.4,50-60,10,54.89159678,eutrophic,54.653,-3.25,350,5,355,0.068571429,14.58333333
Bassenthwaite,2013,spring,10,94,84,0.13452381,12.1,440.86,,,3.857142857,7.455714286,2.45,7,,,0.168154762,0.079873112,2.105273696,6.7,24,5,,0.4,50-60,10,54.89159678,eutrophic,54.653,-3.25,336,10,346,0.071428571,14
Bassenthwaite,2013,summer,177,234,57,0.224561404,17,650.43,,,19.42,8.796,3.54,7.24,,,0.086369771,0.894435853,0.096563404,16.3,24,6.815,,0.4,50-60,10,54.89159678,eutrophic,54.653,-3.25,336,10,346,0.071428571,14
Belhalm tarn,1964,spring,14,97,83,0.142168675,12.7,469.02,,,4.34,,,,,,0.157965194,0.098885167,1.597460965,3.6,46,,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,343,14,357,0.134110787,7.456521739
Belhalm tarn,1964,summer,132,258,126,0.144444444,22.7,1376.49,,,16.16666667,,,,,,0.032098765,0.753141338,0.042619843,9.833333333,46,,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,343,14,357,0.134110787,7.456521739
Belhalm tarn,1965,spring,12,88,76,0.276315789,21.9,474.87,,,4.0875,,,,,,0.307017544,0.088747116,3.459465022,5.1,42,,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,342,12,354,0.122807018,8.142857143
Belhalm tarn,1965,summer,179,263,84,0.148809524,24.4,1169.6,,,15.30909091,,,,,,0.01860119,0.708846555,0.026241491,16.5,42,,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,342,12,354,0.122807018,8.142857143
Belhalm tarn,1966,spring,73,108,35,0.628571429,24.9,458.39,,,5.95,,,,,,0.216748768,0.172361769,1.257522298,5.733333333,50,,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,358,4,362,0.139664804,7.16
Belhalm tarn,1966,summer,157,220,63,0.158730159,16.4,598.85,,,17.1625,,,,,,0.030525031,0.801258767,0.038096345,14,50,,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,358,4,362,0.139664804,7.16
Belhalm tarn,1967,spring,87,107,20,0.62,17.5,206.61,,,7.325,,,,,,0.121568627,0.244667778,0.496872242,6.266666667,49,,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,343,3,346,0.142857143,7
Belhalm tarn,1967,summer,135,233,98,0.15,20.4,1131.83,,,15.74285714,,,,,,0.027272727,0.731556995,0.037280386,10.56666667,49,,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,343,3,346,0.142857143,7
Belhalm tarn,1968,spring,44,92,48,0.589583333,31.2,803.76,,,4.46,,,,,,0.203304598,0.103848324,1.957707071,4.366666667,46,,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,364,2,366,0.126373626,7.913043478
Belhalm tarn,1968,summer,134,218,84,0.11547619,14.7,750.27,,,16.75,,,,,,0.023095238,0.781792135,0.029541405,11.36666667,46,,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,364,2,366,0.126373626,7.913043478
Belhalm tarn,1969,spring,41,104,63,0.484126984,31.9,882.35,,,3.728571429,,,,,,0.345804989,0.075081733,4.605713989,3.433333333,46,,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,336,14,350,0.136904762,7.304347826
Belhalm tarn,1969,summer,147,251,104,0.275961538,51.7,2166.58,,,17.975,,,,,,0.031006914,0.837518648,0.037022357,12.55,46,,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,336,14,350,0.136904762,7.304347826
Belhalm tarn,1970,spring,54,110,56,0.501785714,29.6,771.59,,,5.0875,29.8,,,,,0.33452381,0.131228062,2.549178912,3.7,47,28,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,343,20,363,0.137026239,7.29787234
Belhalm tarn,1970,summer,152,251,99,0.354545455,45.4,1614.01,,,17.83076923,26,,,,,0.034421889,0.831292816,0.041407658,15.5,47,20,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,343,20,363,0.137026239,7.29787234
Belhalm tarn,1971,spring,61,104,43,0.455813953,38.9,889.69,,,6.25,25.14285714,2.964285714,,,,0.12319296,0.1875,0.657029122,4.566666667,51,23.66666667,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,343,12,355,0.148688047,6.725490196
Belhalm tarn,1971,summer,117,257,140,0.289285714,98,3293.64,,,16.43157895,25.6,3.402777778,,,,0.012743864,0.766310005,0.016630168,10.125,51,22,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,343,12,355,0.148688047,6.725490196
Belhalm tarn,1972,spring,53,116,63,0.366666667,35.5,978.67,,,6.415,25.22222222,2.61,,,,0.192982456,0.19599007,0.984654253,3.55,51,19.66666667,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,350,4,354,0.145714286,6.862745098
Belhalm tarn,1972,summer,172,228,56,0.319642857,31.4,1311.17,,,16.99444444,27.66666667,2.577777778,,,,0.032616618,0.793410358,0.041109393,12.96666667,51,20.66666667,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,350,4,354,0.145714286,6.862745098
Belhalm tarn,1973,spring,51,86,35,0.542857143,22.7,453.83,,,5.546,23,3.141666667,,,,0.169642857,0.152628831,1.111473215,5.083333333,51,25,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,350,2,352,0.145714286,6.862745098
Belhalm tarn,1973,summer,128,241,113,0.436283186,54.6,2494.85,,,16.565625,31,2.692307692,,,,0.082317582,0.772874538,0.106508338,9.733333333,51,19.5,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,350,2,352,0.145714286,6.862745098
Belhalm tarn,1974,spring,64,99,35,0.985714286,36.3,426.72,,,6.716666667,26.5,3.15,,,,0.547619048,0.21179402,2.58562091,5.333333333,53,23,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,363,2,365,0.14600551,6.849056604
Belhalm tarn,1974,summer,127,239,112,0.728571429,83.8,2408.39,,,15.96470588,27,3.659375,7.5,,,0.331168831,0.742932986,0.445758685,10.83333333,53,17,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,363,2,365,0.14600551,6.849056604
Belhalm tarn,1975,spring,49,92,43,0.420930233,32.7,684.73,,,5.066666667,26.85714286,2.957142857,6.966666667,,,0.280620155,0.130282443,2.153936854,4.733333333,57,30.66666667,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,358,7,365,0.159217877,6.280701754
Belhalm tarn,1975,summer,148,238,90,0.412222222,42.5,1475.13,,,19.25714286,20.21428571,4.057142857,7.466666667,,,0.076337449,0.888541459,0.08591321,13.76666667,57,15,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,358,7,365,0.159217877,6.280701754
Belhalm tarn,1977,spring,53,130,77,0.219480519,19.9,1071.39,,,7.25,19.6,,6.8,,,0.073160173,0.240548035,0.304139559,4.2,46,22.33333333,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,336,11,347,0.136904762,7.304347826
Belhalm tarn,1977,summer,172,235,63,0.657142857,45.7,1352.82,,,18.964,23.55555556,,,,,0.15282392,0.877587845,0.174140881,15.86666667,46,14,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,336,11,347,0.136904762,7.304347826
Belhalm tarn,1979,spring,38,79,41,0.592682927,28.8,485.79,,,2.74,27,,,,,0.131707317,0.042432033,3.103959638,0.75,39,,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,279,38,317,0.139784946,7.153846154
Belhalm tarn,1979,summer,183,212,29,1.072413793,61.2,1241.59,,,17.41666667,35,,,,,0.048306928,0.81290695,0.059424917,17.625,39,20.66666667,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,279,38,317,0.139784946,7.153846154
Belhalm tarn,1981,spring,27,111,84,0.298809524,26.5,770.8,,,6.963636364,37.65,,,,,0.213435374,0.224986618,0.948658083,4.5,43,31.2,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,315,27,342,0.136507937,7.325581395
Belhalm tarn,1981,summer,140,231,91,1.020879121,97.4,2759.04,,,16.77857143,34.71538462,,,,,0.226862027,0.783162274,0.289674355,15.75,43,19.2,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,315,27,342,0.136507937,7.325581395
Belhalm tarn,1983,spring,67,95,28,0.835714286,26.5,337.96,,,5.2,28.04,,,,,0.269585253,0.136375652,1.976784339,3.7,38,25.55,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,294,4,298,0.129251701,7.736842105
Belhalm tarn,1983,summer,130,249,119,0.175630252,27.9,1732.08,,,17.7,25.71875,,,,,0.025090036,0.82556774,0.030391251,8.55,38,22.3,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,294,4,298,0.129251701,7.736842105
Belhalm tarn,1984,spring,17,101,84,0.125,15.7,698.46,,,4.5,22.96,2.7,,,,0.073529412,0.105522936,0.696809762,4.4,24,35.75,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,350,3,353,0.068571429,14.58333333
Belhalm tarn,1984,summer,185,241,56,0.328571429,38.2,1593.48,,,19.3,23.5,1.64,,,,0.016594517,0.890105974,0.018643304,18.7,24,17.65,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,350,3,353,0.068571429,14.58333333
Belhalm tarn,1986,spring,21,98,77,0.425974026,34,938.81,,,4.22875,27.1375,2.242857143,,,,0.354978355,0.094366649,3.761692933,4.165,42,30.2,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,341,15,356,0.123167155,8.119047619
Belhalm tarn,1986,summer,133,259,126,0.393650794,64.8,3157.62,,,15.32263158,26.53684211,2.221052632,,,,0.037851038,0.709564499,0.053344041,9.86,42,24.43333333,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,341,15,356,0.123167155,8.119047619
Belhalm tarn,1988,spring,61,96,35,0.697142857,26.3,453.17,,,6.18,30.35,2.383333333,,,,0.580952381,0.183932641,3.158506176,3.6,42,30.4,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,350,5,355,0.12,8.333333333
Belhalm tarn,1988,summer,145,215,70,0.22,26.8,1197.05,,,17.40909091,29.01818182,2.627272727,,,,0.022916667,0.812563689,0.028202917,15.2,42,20.76666667,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,350,5,355,0.12,8.333333333
Belhalm tarn,1992,spring,7,112,105,0.293333333,31.7,619.43,,,5.65,27.3625,2.5125,,,,0.325925926,0.157633477,2.067618706,5.8,25,26.6,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,343,7,350,0.072886297,13.72
Belhalm tarn,1992,summer,154,210,56,0.226785714,16.2,734.72,,,18.7,28.7,3.16,,,,0.064795918,0.867353362,0.074705329,17.15,25,28.1,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,343,7,350,0.072886297,13.72
Belhalm tarn,1993,spring,26,96,70,0.308571429,25,909.44,,,5.466666667,23.06666667,2.85,,,,0.162406015,0.148847521,1.091089818,3.7,25,23.2,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,336,12,348,0.074404762,13.44
Belhalm tarn,1993,summer,166,208,42,0.226190476,23.8,810.32,,,17.275,24.225,2.475,,,,0.020016856,0.806447843,0.024821018,14.8,25,25.65,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,336,12,348,0.074404762,13.44
Belhalm tarn,1994,spring,11,123,112,0.176785714,21.1,603.4,,,6.0375,27.025,2.5375,7.04875,,,0.135989011,0.176736062,0.769446877,3.3,24,23.9,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,336,11,347,0.071428571,14
Belhalm tarn,1994,summer,165,221,56,0.310714286,21,812.28,,,18.3,26.6,2.8,7.42,,,0.086309524,0.85119918,0.101397565,15.7,24,19.75,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,336,11,347,0.071428571,14
Belhalm tarn,1995,spring,73,129,56,0.0625,24.9,552.86,,,9.08,25.38,3.19,7.34,,,0.056818182,0.345191969,0.164598794,5.55,26,30.6,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,349,3,352,0.074498567,13.42307692
Belhalm tarn,1995,summer,143,227,84,0.151190476,29.6,1496.46,,,18.94285714,28.05714286,2.164285714,8.028571429,,,0.01821572,0.876780982,0.020775679,14.55,26,15.2,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,349,3,352,0.074498567,13.42307692
Belhalm tarn,1996,spring,9,156,147,0.157142857,29.4,2191,,,6.690909091,28.51818182,2.804545455,7.327272727,,,0.032069971,0.210430944,0.152401402,3.9,25,28.1,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,342,9,351,0.073099415,13.68
Belhalm tarn,1997,single,27,217,176,0.326136364,67.1,3548.985,,,11.66428571,30.62857143,2.271428571,7.365714286,,,0.033622306,0.500157453,0.067223442,1.9,25,23.3,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,329,27,356,0.075987842,13.16
Belhalm tarn,1998,spring,6,202,196,0.12755102,46.2,3622.37,,,10.44666667,32,2.133333333,7.633333333,,,0.035430839,0.426854218,0.083004542,5.1,25,35.9,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,349,6,355,0.071633238,13.96
Belhalm tarn,1999,single,5,229,210,0.213333333,46.2,2938.04,,,11.35625,24.4,2.775,7.3625,,,0.152380952,0.48164931,0.316373239,5.3,26,28.1,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,349,5,354,0.074498567,13.42307692
Belhalm tarn,2000,single,60,200,126,0.365079365,48.4,1897.28,,,12.96,24.36,2.805,7.56,,,0.152116402,0.577087886,0.26359313,5.9,26,22,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,350,4,354,0.074285714,13.46153846
Belhalm tarn,2001,single,9,247,224,0.127232143,29.2,3030.033333,,,9.7,24.84,2.58,7.16,,,0.181760204,0.382033769,0.475769994,2.9,13,19.6,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,336,9,345,0.038690476,25.84615385
Belhalm tarn,2002,spring,22,106,84,0.176190476,18.1,468.16,,,7.428571429,24.22857143,2.585714286,7.242857143,,,0.110119048,0.250385623,0.439797806,6,24,21.8,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,322,22,344,0.074534161,13.41666667
Belhalm tarn,2002,summer,147,260,113,0.236283186,31,1984.1,,,16.91666667,28.84444444,2.555555556,7.633333333,,,0.062179786,0.78973938,0.078734564,13.4,24,20.7,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,322,22,344,0.074534161,13.41666667
Belhalm tarn,2003,single,21,245,210,0.104285714,44.5,3200.61,,,12.94,27.43333333,2.596666667,7.553333333,,,0.06952381,0.575916596,0.120718538,5.1,23,22.9,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,322,21,343,0.071428571,14
Belhalm tarn,2004,single,20,216,181,0.920441989,167.8,4597.61,,,12.62307692,29.20769231,2.630769231,7.646153846,,,0.767034991,0.557276434,1.376399475,4.4,23,19.9,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,335,6,341,0.068656716,14.56521739
Belhalm tarn,2005,single,24,248,210,0.105238095,37.4,4394.21,,,12.9,25.4375,2.375,7.59375,,,0.058465608,0.573572146,0.10193244,5.8,25,24.7,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,333,13,346,0.075075075,13.32
Belhalm tarn,2006,spring,10,151,141,0.240425532,37.8,2092.555,,,7.781818182,27.56363636,2.254545455,7.363636364,,,0.061647572,0.270123253,0.228220161,3.7,25,22,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,335,10,345,0.074626866,13.4
Belhalm tarn,2006,summer,191,235,44,0.497727273,92.6,2017.36,,,21.925,30.825,1.9375,7.325,,,0.048796791,0.966423822,0.050492124,17.15,25,27.85,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,335,10,345,0.074626866,13.4
Belhalm tarn,2007,single,22,148,112,0.325,37.4,1546.51,,,9.066666667,27.11111111,2.244444444,7.244444444,,,0.325,0.344405076,0.943656241,6.55,25,28.85,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,336,8,344,0.074404762,13.44
Belhalm tarn,2008,single,7,203,182,0.132967033,25.6,1751.86,,,10.53846154,19.75,2.515384615,7.230769231,,,0.094976452,0.432382849,0.219658232,5.1,25,26,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,350,7,357,0.071428571,14
Belhalm tarn,2009,single,35,187,138,0.25942029,37.2,1792.18,,,9.76,15.08888889,2.56,7.34,,,0.185300207,0.385621128,0.480524001,3.4,23,20,,0.4,50-60,10,57.71408305,eutrophic,54.396,-2.977,322,19,341,0.071428571,14
